time,Processes,FD,CPU,Apache children,errors,priority,memory,deleted FD,failed requests,no. of connections,halfopen connections,authenticated,transaction,stay-time
1191,496,3080,0.19,20,O,0,55.68,44,57,848,212,0,0,0
1192,496,3083,0.06,20,O,0,55.68,44,57,848,213,0,0,0
1193,496,3081,0.19,20,O,0,48.87,44,57,848,214,0,0,0
1194,496,3080,0.19,20,O,0,48.87,44,57,848,215,0,0,0
1195,496,3081,0.19,20,O,0,48.87,44,57,848,216,0,0,0
1196,494,3079,0.19,20,O,0,45.12,44,57,848,217,0,0,0
1197,494,3082,0.13,20,O,0,65.78,44,57,848,218,0,0,0
1198,494,3080,0.06,20,O,0,65.78,44,57,848,219,0,0,0
1199,494,3080,0.12,20,O,0,65.78,44,57,848,220,0,0,0
1200,494,3082,0.12,20,O,0,65.78,44,57,848,221,0,0,0
1201,492,3082,0.13,20,O,0,65.78,44,57,848,222,0,0,0
1202,492,3081,0.13,20,O,0,65.78,44,57,848,223,0,0,0
1203,492,3080,0.06,20,O,0,65.78,44,57,848,224,0,0,0
1204,492,3082,0,20,O,0,65.78,44,57,848,225,0,0,0
1205,492,3081,0.13,20,O,0,65.78,44,57,848,226,0,0,0
1206,492,3079,0.13,20,O,0,65.78,44,57,848,227,0,0,0
1207,491,3078,0.06,20,O,0,65.78,44,57,848,228,0,0,0
1208,491,3076,0.19,20,O,0,65.78,44,57,848,229,0,0,0
1209,491,3079,0.25,20,O,0,65.78,44,57,848,230,0,0,0
1210,491,3077,0.13,20,O,0,65.78,44,57,848,231,0,0,0
1211,491,3076,0.12,20,O,0,65.78,44,57,848,232,0,0,0
1212,491,3079,0.13,20,O,0,65.78,44,57,848,233,0,0,0
1213,491,3076,0,20,O,0,65.78,44,57,848,234,0,0,0
1214,491,3079,0.19,20,O,0,65.78,44,57,848,235,0,0,0
1215,491,3079,0.12,20,O,0,65.78,44,57,848,236,0,0,0
1216,491,3079,0.06,20,O,0,65.78,44,57,850,237,0,0,0
1217,491,3079,0.06,20,O,0,65.78,44,57,850,238,0,0,0
1218,491,3080,0,20,O,0,65.78,44,57,851,239,0,0,0
1219,491,3077,0.13,20,O,0,65.78,44,57,851,240,0,0,0
1220,491,3078,0.62,20,O,0,35.5,44,57,851,241,0,0,0
1221,491,3077,0,19,O,0,36.2,44,57,851,242,0,0,0
1222,491,3078,0.19,18,O,0,36.6,44,57,851,243,0,0,0
1223,491,3077,0,17,O,0,36.1,44,57,841,210,0,0,0
1224,491,3078,0.12,16,O,0,38,44,57,841,211,0,0,0
1225,491,3076,0.19,15,O,0,35.4,44,57,841,212,0,0,0
1226,491,3077,0.06,14,O,0,36.2,44,57,841,213,0,0,0
1227,491,3077,0.06,13,O,0,38.2,44,57,841,214,0,0,0
1228,491,3078,0.06,30,O,0,38.2,44,57,841,215,0,0,0
1229,491,3077,0.06,30,O,0,38.2,44,57,841,216,0,0,0
1230,491,3078,0.06,30,O,0,38.2,44,57,841,217,0,0,0
1231,491,3076,0.06,30,O,0,38.2,44,57,855,218,0,0,0
1232,495,3079,0.19,30,O,0,38.2,44,57,859,219,0,0,0
1233,495,3077,0.82,30,O,0,38.2,44,57,859,220,0,0,0
1234,495,3077,0.25,30,O,0,38.2,44,57,861,221,0,0,0
1235,495,3075,0.44,30,O,0,38.2,44,57,864,222,0,0,1
1236,495,3080,0.19,30,O,0,42.56,44,57,864,223,0,0,1
1237,495,3076,0.13,30,O,0,42.56,44,57,861,224,0,0,1
1238,495,3073,0.25,30,O,0,42.56,44,57,861,225,0,0,1
1239,495,3076,0.19,30,O,0,42.48,44,57,861,226,0,0,1
1240,495,3076,0.13,30,O,0,42.48,44,57,861,227,0,0,1
1241,495,3076,0,30,O,0,42.48,44,57,861,228,0,0,1
1242,495,3076,0.06,30,O,0,42.48,44,57,861,264,0,0,1
1243,495,3075,0.06,30,O,0,42.48,44,57,860,265,0,0,1
1244,495,3074,0.06,30,O,0,42.48,44,57,860,266,0,0,1
1245,495,3075,0,30,O,0,42.48,44,57,860,267,0,0,1
1246,495,3073,0.19,30,O,0,42.48,44,57,860,268,0,0,1
1247,495,3078,0.06,30,O,0,42.48,44,57,860,269,0,0,1
1248,495,3074,0.19,30,O,0,41.96,44,57,858,270,0,0,1
1249,495,3070,0.44,30,O,0,41.87,44,57,858,271,0,0,1
1250,495,3070,0.25,30,O,0,35.39,44,57,858,272,0,0,1
1251,495,3073,0.12,30,O,0,35.39,44,57,858,273,0,0,1
1252,495,3073,0.06,30,O,0,35.39,44,57,858,274,0,0,1
1253,495,3072,0,30,O,0,35.39,44,57,858,275,0,0,1
1254,495,3077,0.06,30,O,0,35.39,44,57,858,276,0,0,1
1255,495,3072,0.06,30,O,0,35.39,44,57,858,277,0,0,1
1256,484,3070,0.06,30,O,0,30.9,44,57,858,278,0,0,1
1257,484,3073,0.06,30,O,0,59.1,44,57,858,279,0,0,1
1258,483,3070,0.25,30,O,0,59,44,57,858,280,0,0,1
1259,483,3073,0.12,30,O,0,60.87,44,57,858,281,0,0,1
1260,483,3073,0.31,30,O,0,60.87,44,57,858,270,0,0,1
1261,482,3073,0.19,30,O,0,60.87,44,57,858,270,0,0,1
1262,482,3073,0,30,O,0,60.87,44,57,858,270,0,0,1
1263,361,3071,0.13,30,O,0,60.87,44,57,858,270,0,0,1
1264,362,3074,0.06,30,O,0,60.87,44,57,858,270,0,0,1
1265,362,3073,0.06,30,O,0,60.87,44,57,858,270,0,0,1
1266,378,3070,0.06,30,O,0,58.46,44,57,858,270,0,0,1
1267,378,3073,0.06,30,O,0,58.46,44,57,858,270,0,0,1
1268,383,3070,0.06,30,O,0,58.46,44,57,858,270,0,0,1
1269,498,3071,0.06,30,O,0,58.46,44,57,858,270,0,0,1
1270,498,3070,0.19,30,O,0,58.46,44,57,858,270,0,0,1
1271,498,3072,0.12,30,O,0,58.46,44,57,858,270,0,0,1
1272,498,3071,0.31,30,O,0,58.46,44,57,858,270,0,0,1
1273,498,3072,0.06,30,O,0,58.46,44,57,858,270,0,0,1
1274,499,3070,0.13,30,O,0,58.46,44,57,858,270,0,0,1
1275,499,3071,0.12,30,O,0,59.54,44,57,858,270,0,0,1
1276,499,3070,0,30,O,0,43.53,44,57,858,270,0,0,1
1277,499,3071,0.06,30,O,0,43.53,44,57,858,270,0,0,1
1278,499,3072,0.13,30,O,0,43.53,45,57,858,270,0,0,1
1279,499,3073,0.19,30,O,0,46.85,44,57,858,270,0,0,1
1280,497,3073,0,30,O,0,46.85,44,57,858,270,0,0,1
1281,498,3072,0,30,O,0,46.85,105,57,860,270,0,0,1
1282,498,3071,0.06,30,O,0,46.85,105,57,860,270,0,0,1
1283,498,3073,0.06,30,O,0,56.36,107,57,868,270,0,0,1
1284,498,3073,0.06,30,O,0,56.36,49,57,868,270,0,0,1
1285,498,3073,0.06,30,O,0,56.36,49,57,868,270,0,0,1
1286,498,3073,0.19,30,O,0,56.36,49,57,868,270,0,0,1
1287,498,3073,0.25,30,O,0,56.36,49,57,868,202,0,0,1
1288,498,3072,0.25,30,O,0,56.36,49,57,868,203,0,0,1
1289,498,3070,0.12,30,O,0,46,49,57,868,204,0,0,1
1290,498,3071,0.19,30,O,0,46,49,57,871,205,0,0,1
1291,498,3071,0.06,30,O,0,46,49,57,871,206,0,0,1
1292,498,3073,0.06,30,O,0,45.16,48,57,871,207,0,0,1
1293,498,3072,0.13,30,O,0,45.16,49,57,868,208,0,0,1
1294,498,3070,0,30,O,0,45.16,52,57,868,209,0,0,1
1295,498,3073,0,30,O,0,45.16,49,57,868,210,0,0,1
1296,497,3072,0.13,30,O,0,47,49,57,868,211,0,0,1
1297,497,3070,0.19,30,O,0,47.56,49,57,868,212,0,0,1
1298,497,3071,0.06,30,O,0,24,49,57,868,213,0,0,1
1299,497,3071,0.25,30,O,0,38.2,49,57,868,214,0,0,1
1300,494,3070,0.12,30,O,0,38.2,49,57,868,215,0,0,1
1301,495,3070,0.31,30,O,0,38.2,49,57,868,216,0,0,1
1302,495,3073,0.06,30,O,0,38.2,49,57,868,217,0,0,1
1303,493,3073,0.06,30,O,0,38.2,49,57,868,218,0,0,1
1304,493,3072,0,30,O,0,38.2,49,57,868,219,0,0,1
1305,491,3070,0.19,30,O,0,38.2,49,57,868,220,0,0,1
1306,492,3071,0.06,30,O,0,38.2,49,57,868,221,0,0,1
1307,492,3073,0.13,30,O,0,38.2,49,57,868,222,0,0,1
1308,492,3073,0,30,O,0,38.2,49,57,868,223,0,0,1
1309,492,3073,0.19,30,O,0,38.2,49,57,868,224,0,0,1
1310,492,3073,0.13,30,O,0,38.2,49,57,868,225,0,0,1
1311,492,3072,0.13,30,O,0,38.2,49,57,868,226,0,0,1
1312,492,3071,0,30,O,0,38.2,49,57,868,227,0,0,1
1313,492,3072,0.06,30,O,0,38.2,49,57,868,228,0,0,1
1314,492,3070,0.06,30,O,0,38.2,49,57,868,229,0,0,1
1315,492,3072,0.13,30,O,0,38.2,49,57,868,230,0,0,1
1316,492,3071,0.25,30,O,0,38.2,49,57,868,231,0,0,1
1317,492,3073,0,30,O,0,38.2,49,57,868,232,0,0,1
1318,492,3073,0.12,30,O,0,38.2,49,57,868,233,0,0,1
1319,492,3073,0.19,30,O,0,38.2,49,57,868,234,0,0,1
1320,490,3072,0,30,O,0,38.2,49,57,868,235,0,0,1
1321,479,3071,0,30,O,0,38.2,49,57,868,236,0,0,1
1322,475,3072,0,30,O,0,35.5,49,57,868,237,0,0,1
1323,474,3076,0.06,30,O,0,36.2,49,57,868,238,0,0,1
1324,474,3075,0.13,30,O,0,36.6,49,57,868,239,0,0,1
1325,470,3073,0.06,30,O,0,36.1,49,57,868,240,0,0,1
1326,470,3075,0,30,O,0,38,49,57,868,241,0,0,1
1327,466,3073,0.13,30,O,0,35.4,49,57,868,242,0,0,1
1328,465,3075,0.19,30,O,0,36.2,49,57,868,243,0,0,1
1329,465,3074,0.06,30,O,0,38.2,49,57,868,244,0,0,1
1330,465,3076,0.25,30,O,0,38.2,49,57,868,245,0,0,1
1331,464,3075,0.31,30,O,0,38.2,49,57,868,246,0,0,1
1332,464,3074,0.25,30,O,0,38.2,49,57,868,247,0,0,1
1333,497,3075,0.25,30,O,0,38.2,49,57,868,248,0,0,1
1334,497,3073,0,30,O,0,40.02,49,57,868,249,0,0,1
1335,497,3076,0.06,30,O,0,40.02,49,57,868,250,0,0,1
1336,497,3074,0.13,30,O,0,40.02,49,57,868,251,0,0,1
1337,497,3074,0,30,O,0,40.02,49,57,868,252,0,0,1
1338,497,3075,0.13,30,O,0,40.02,49,57,868,253,0,0,1
1339,497,3074,0.06,30,O,0,40.02,49,57,868,254,0,0,1
1340,497,3075,0.13,30,O,0,40.02,49,57,868,255,0,0,1
1341,497,3073,0,30,O,0,55.68,49,57,868,256,0,0,1
1342,497,3075,0.06,30,O,0,55.68,49,57,868,257,0,0,1
1343,497,3073,0.06,30,O,0,55.68,49,57,868,258,0,0,1
1344,497,3076,0.13,30,O,0,55.68,49,57,868,259,0,0,1
1345,497,3076,0.37,30,O,0,55.68,49,57,868,260,0,0,1
1346,497,3075,0.44,30,O,0,55.68,49,57,868,261,0,0,1
1347,497,3074,0.37,30,O,0,55.68,49,57,868,262,0,0,1
1348,497,3076,0.25,30,O,0,55.68,49,57,868,263,0,0,1
1349,497,3076,0,30,O,0,55.68,49,57,868,264,0,0,1
1350,497,3076,0.12,30,O,0,55.68,49,57,868,265,0,0,1
1351,497,3071,0.19,30,O,0,55.68,49,57,868,266,0,0,1
1352,497,3070,0.06,30,O,0,55.68,49,57,868,267,0,0,1
1353,497,3073,0,30,O,0,55.68,49,57,868,268,0,0,1
1354,497,3072,0,30,O,0,55.68,49,57,868,269,0,0,1
1355,497,3074,0.19,30,O,0,55.68,49,57,868,270,0,0,1
1356,497,3072,0.06,30,O,0,55.68,49,57,868,271,0,0,1
1357,497,3074,0,30,O,0,48.87,49,57,868,272,0,0,1
1358,497,3072,0.25,30,O,0,48.87,49,57,868,273,0,0,1
1359,497,3070,0.31,30,O,0,48.87,49,57,868,274,0,0,1
1360,497,3073,0.19,30,O,0,45.12,49,57,868,275,0,0,1
1361,497,3072,0.44,30,O,0,65.78,49,57,868,276,0,0,1
1362,497,3071,0.13,30,O,0,65.78,49,57,868,277,0,0,1
1363,497,3073,0.5,30,O,0,65.78,49,57,868,278,0,0,1
1364,497,3073,0.13,30,O,0,65.78,49,57,868,279,0,0,1
1365,498,3074,0.25,30,O,0,65.78,49,57,868,280,0,0,1
1366,481,3072,0.13,30,O,0,65.78,49,57,868,281,0,0,1
1367,481,3076,0,30,O,0,65.78,49,57,868,282,0,0,1
1368,481,3073,0.06,30,O,0,65.78,49,57,868,283,0,0,1
1369,499,3073,0,30,O,0,65.78,49,57,868,284,0,0,1
1370,499,3072,0.06,30,O,0,65.78,49,57,868,285,0,0,1
1371,499,3071,0.13,30,O,0,65.78,49,57,868,286,0,0,1
1372,499,3071,0,30,O,0,65.78,49,57,868,287,0,0,1
1373,499,3071,0.06,30,O,0,65.78,49,57,868,288,0,0,1
1374,499,3073,0.13,30,O,0,65.78,49,57,868,289,0,0,1
1375,499,3073,0.19,30,O,0,65.78,49,57,868,290,0,0,1
1376,499,3072,0.06,30,O,0,65.78,49,57,868,291,0,0,1
1377,499,3070,0.37,30,O,0,65.78,49,57,868,292,0,0,1
1378,499,3070,0.25,30,O,0,65.78,49,57,868,293,0,0,1
1379,499,3073,0.37,30,O,0,65.78,49,57,868,294,0,0,1
1380,499,3073,0,30,O,0,65.78,49,57,868,295,0,0,1
1381,499,3073,0,30,O,0,65.78,49,57,868,296,0,0,1
1382,499,3072,0.06,30,O,0,65.78,49,57,868,297,0,0,1
1383,499,3073,0.06,30,O,0,65.78,49,57,868,298,0,0,1
1384,499,3071,0.13,30,O,0,35.5,49,57,868,299,0,0,1
1385,499,3070,0,30,O,0,36.2,49,57,868,300,0,0,1
1386,499,3073,0.25,30,O,0,36.6,49,57,868,301,0,0,1
1387,499,3073,0.13,30,O,0,36.1,51,57,868,302,0,0,1
1388,499,3070,0.12,30,O,0,38,51,57,868,303,0,0,1
1389,499,3073,0.19,30,O,0,35.4,51,57,868,304,0,0,1
1390,499,3073,0,30,O,0,36.2,51,57,868,305,0,0,1
1391,499,3072,0.06,30,O,0,38.2,51,57,868,306,0,0,1
1392,499,3070,0,30,O,0,38.2,51,57,868,307,0,0,1
1393,499,3072,0.06,30,O,0,38.2,51,57,868,317,0,0,1
1394,499,3070,0.06,30,O,0,38.2,51,57,868,317,0,0,1
1395,499,3073,0.06,30,O,0,38.2,51,57,868,317,0,0,1
1396,499,3073,0.13,30,O,0,38.2,51,57,868,317,0,0,1
1397,499,3073,0,30,O,0,38.2,51,57,868,317,0,0,1
1398,499,3073,0,30,O,0,38.2,51,57,868,317,0,0,1
1399,499,3073,0.19,30,O,0,38.2,51,57,868,317,0,0,1
1400,499,3073,0.31,30,O,0,42.56,51,57,868,317,0,0,1
1401,499,3072,0.19,30,O,0,42.56,51,57,868,317,0,0,1
1402,499,3070,0.31,30,O,0,42.56,51,57,871,317,0,0,1
1403,499,3073,0.37,30,O,0,42.48,51,57,871,317,0,0,1
1404,499,3073,0.19,30,O,0,42.48,51,57,868,317,0,0,1
1405,499,3071,0.06,30,O,0,42.48,51,57,868,317,0,0,1
1406,499,3073,0.19,30,O,0,42.48,51,57,868,317,0,0,1
1407,499,3070,0,30,O,0,42.48,51,57,868,317,2,2,1
1408,499,3073,0,30,O,0,42.48,51,57,868,317,2,2,1
1409,499,3073,0.06,30,O,0,42.48,51,57,868,317,2,2,1
1410,499,3073,0.06,30,O,0,42.48,51,57,868,317,2,2,1
1411,499,3071,0.13,30,O,0,42.48,51,57,868,317,2,2,1
1412,499,3071,0.19,30,O,0,41.96,51,57,868,317,2,2,1
1413,498,3072,0.25,30,O,0,41.87,51,57,868,317,2,2,1
1414,498,3070,0.19,30,O,0,35.39,51,57,868,317,2,2,1
1415,498,3073,0.06,30,O,0,35.39,51,57,868,317,2,2,1
1416,498,3073,0.19,30,O,0,35.39,51,57,868,317,2,2,1
1417,498,3073,0.06,30,O,0,35.39,51,57,868,317,2,2,1
1418,498,3073,0.06,30,O,0,35.39,51,57,868,317,2,2,1
1419,498,3073,0.13,30,O,0,35.39,51,57,868,317,2,2,1
1420,498,3073,0.13,30,O,0,30.9,51,57,868,317,2,2,1
1421,498,3073,0.06,30,O,0,59.1,51,57,868,317,2,2,1
1422,498,3073,0.06,30,O,0,59,51,57,868,317,2,2,1
1423,496,3073,0.13,30,O,0,60.87,51,57,868,317,2,2,1
1424,496,3072,0.06,30,O,0,60.87,51,57,868,317,2,2,1
1425,496,3072,0,30,O,0,60.87,51,57,868,317,2,2,1
1426,351,3071,0.06,30,O,0,60.87,51,57,868,317,2,2,1
1427,351,3071,0.19,30,O,0,60.87,51,57,868,317,2,2,1
1428,351,3071,0.13,30,O,0,60.87,51,57,868,317,2,2,1
1429,351,3104,0.31,30,O,0,60.87,51,57,868,317,2,2,1
1430,351,3101,0.25,30,O,0,58.46,51,57,868,317,2,2,1
1431,351,3103,0.12,30,O,0,58.46,51,57,868,317,2,2,1
1432,351,3071,0,30,O,0,58.46,51,57,868,317,2,2,1
1433,351,3073,0.12,30,O,0,58.46,51,57,868,317,2,2,1
1434,351,3104,0.13,30,O,0,58.46,51,57,868,317,2,2,1
1435,351,3103,0.06,30,O,0,58.46,51,57,868,317,2,2,1
1436,351,3102,0.06,30,O,0,58.46,51,57,868,317,2,2,1
1437,351,3101,0.12,30,O,0,58.46,51,57,868,317,2,2,1
1438,351,3103,0.06,30,O,0,58.46,51,57,868,317,2,2,1
1439,351,3103,0.13,30,O,0,59.54,51,57,868,317,2,2,1
1440,351,3103,0.06,30,O,0,43.53,51,57,868,317,2,2,1
1441,350,3103,0.06,30,O,0,43.53,51,57,868,317,2,2,1
1442,350,3081,0.12,30,O,0,38.2,51,57,868,317,2,2,1
1443,350,3080,0.31,30,O,0,38.2,51,57,868,317,2,2,1
1444,350,3080,0.13,30,O,0,38.2,51,57,868,317,2,2,1
1445,350,3081,0.12,30,O,0,38.2,51,57,868,317,2,2,1
1446,350,3080,0.31,30,O,0,20,51,57,868,317,2,2,1
1447,350,3082,0.38,30,O,0,35.5,51,57,868,317,2,2,1
1448,350,3099,0.31,30,O,0,36.2,51,57,868,317,12,12,1
1449,350,3100,0.06,30,O,0,36.6,51,57,868,317,3,3,1
1450,350,3099,0.31,30,O,0,36.1,51,57,868,317,5,5,1
1451,350,3101,0.31,30,O,0,38,51,57,868,317,19,19,1
1452,350,3100,0.06,30,O,0,35.4,51,57,868,317,2,2,1
1453,350,3100,0.06,30,O,0,36.2,51,57,868,317,4,2,1
1454,350,3099,87.83,30,O,0,38.2,51,57,868,317,3,3,1
1455,350,3103,88.15,30,O,0,38.2,52,57,868,317,2,2,1
1456,350,3093,90.35,30,O,0,38.2,51,57,868,317,10,5,1
1457,350,3093,87.61,30,O,0,38.2,51,57,868,317,6,3,1
1458,350,3092,87.77,30,O,0,38.2,51,57,868,317,9,4,1
1459,350,3095,88.19,30,O,0,40.02,51,57,868,317,8,8,1
1460,350,3092,86.96,30,O,0,40.02,51,57,868,317,7,7,1
1461,348,3095,88.11,30,O,0,40.02,51,57,868,317,12,5,1
1462,348,3094,87.33,30,O,0,40.02,51,57,868,317,3,3,1
1463,348,3092,74.92,30,O,0,40.02,51,57,868,317,5,5,0
1464,348,3095,78.19,30,O,0,40.02,51,57,868,317,19,9,0
1465,348,3093,74.1,30,O,0,40.02,51,57,868,317,2,2,0
1466,348,3093,65.92,30,O,0,55.68,51,57,868,317,4,4,0
1467,348,3128,73.39,30,O,0,55.68,51,57,868,317,3,3,0
1468,347,3124,84.23,30,O,0,55.68,51,57,868,317,2,2,0
1469,347,3123,89.34,30,O,0,55.68,51,57,868,317,10,8,0
1470,347,3126,74.78,30,O,0,55.68,51,57,868,317,2,2,0
1471,347,3123,74.3,30,O,0,55.68,51,57,868,317,3,3,0
1472,347,3093,72.59,30,O,0,55.68,51,57,868,317,2,2,0
1473,347,3094,74.29,30,O,0,55.68,51,57,868,317,5,5,0
1474,347,3093,83.35,30,O,0,55.68,51,57,868,317,4,4,0
1475,347,3094,81.88,30,O,0,55.68,51,57,868,317,7,7,0
1476,347,3092,76.36,30,O,0,55.68,51,57,868,317,1,1,0
1477,347,3093,73.69,30,O,0,55.68,52,57,868,317,0,0,0
1478,347,3093,76.55,30,O,0,55.68,51,57,868,317,2,2,0
1479,347,3094,90.12,30,O,0,55.68,51,57,868,317,1,1,0
1480,347,3093,87.75,30,O,0,55.68,51,57,868,317,3,3,0
1481,347,3096,90.01,30,O,0,55.68,51,57,868,317,4,4,0
1482,346,3095,89.12,30,O,0,48.87,51,57,868,317,6,6,0
1483,346,3095,86.46,30,O,0,48.87,51,57,868,317,5,5,0
1484,346,3095,88.43,30,O,0,48.87,51,57,868,317,4,4,0
1485,346,3093,90.54,30,O,0,45.12,51,57,868,317,7,7,0
1486,346,3093,80.15,30,O,0,65.78,51,57,868,317,1,1,0
1487,346,3098,81.01,30,O,0,65.78,51,57,868,317,0,0,0
1488,346,3094,90.63,30,O,0,65.78,51,57,868,317,2,2,0
1489,346,3095,89.31,30,O,0,65.78,51,57,868,317,1,1,0
1490,346,3094,89.37,30,O,0,65.78,49,57,868,317,3,3,0
1491,346,3093,90.21,30,O,0,65.78,49,57,868,317,4,4,0
1492,346,3091,81.99,30,O,0,65.78,49,57,868,317,6,6,0
1493,346,3089,89.81,30,O,0,65.78,49,57,868,317,2,2,0
1494,346,3092,90.02,30,O,0,65.78,49,57,868,317,1,1,0
1495,346,3092,91.96,30,O,0,65.78,49,57,868,317,3,3,0
1496,346,3091,89.45,30,O,0,65.78,49,57,868,317,4,4,0
1497,346,3090,89.04,30,O,0,65.78,49,57,868,317,7,7,0
1498,346,3091,90.06,30,O,0,65.78,49,57,868,317,8,8,0
1499,346,3089,87.45,30,O,0,65.78,49,57,868,317,10,10,0
1500,346,3092,87.06,30,O,0,65.78,49,57,868,317,1,1,0
1501,346,3091,90.49,30,O,0,65.78,49,57,854,317,3,3,0
1502,346,3090,74.17,25,O,0,65.78,49,57,854,317,2,2,0
1503,346,3091,82.12,24,O,0,65.78,49,57,854,317,1,1,0
1504,346,3089,79.56,22,O,0,65.78,51,57,854,317,1,1,0
1505,346,3091,79.63,20,O,0,65.78,49,57,854,317,2,2,0
1506,346,3089,79.17,19,O,0,65.78,49,57,854,317,3,3,0
1507,346,3092,77.31,18,O,0,65.78,49,57,854,317,5,5,0
1508,346,3089,78.45,17,O,0,65.78,49,57,854,317,4,4,0
1509,345,3092,90.01,16,O,0,35.5,49,57,854,317,6,6,0
1510,345,3092,89.45,10,O,0,36.2,49,57,854,317,1,1,0
1511,345,3089,90.24,10,O,0,36.6,49,57,854,317,2,2,0
1512,345,3091,90.52,10,O,0,36.1,49,57,854,317,15,15,0
1513,345,3090,83.64,10,O,0,38,49,57,854,317,2,2,0
1514,345,3091,88.46,10,O,0,35.4,49,57,854,317,3,3,0
1515,345,3090,74.3,10,O,0,36.2,49,57,854,317,2,2,0
1516,345,3091,77.46,10,O,0,38.2,49,57,854,317,1,1,0
1517,345,3089,84.32,10,O,0,38.2,49,57,854,317,3,3,0
1518,345,3092,81.12,10,O,0,38.2,49,57,854,317,5,5,0
1519,345,3092,84.22,10,O,0,38.2,49,57,854,317,4,4,0
1520,345,3092,81.07,10,O,0,38.2,49,57,854,317,6,6,0
1521,345,3092,90.17,10,O,0,38.2,49,57,854,317,9,9,0
1522,345,3091,89.86,10,O,0,38.2,49,57,854,317,8,8,0
1523,345,3095,91.18,10,O,0,38.2,49,57,854,317,7,7,0
1524,345,3089,88.8,10,O,0,38.2,49,57,854,317,12,5,0
1525,345,3092,90.73,10,O,0,42.56,49,57,854,317,3,3,0
1526,345,3092,90.91,10,O,0,42.56,49,57,854,317,5,5,0
1527,345,3089,90.69,10,O,0,42.56,49,57,854,317,19,11,0
1528,345,3092,90.4,10,O,0,42.48,49,57,854,317,2,2,0
1529,345,3092,82.28,10,O,0,42.48,49,57,854,317,4,4,0
1530,345,3091,87.84,10,O,0,42.48,49,57,854,317,3,3,0
1531,345,3091,77.87,10,O,0,42.48,49,57,854,317,2,2,0
1532,345,3093,78.72,10,O,0,42.48,49,57,854,317,10,7,0
1533,345,3091,80.98,10,O,0,42.48,49,57,854,317,6,6,0
1534,345,3090,87.59,10,O,0,42.48,50,57,854,317,9,9,0
1535,345,3091,71.39,10,O,0,42.48,49,57,854,317,8,8,0
1536,345,3089,68.01,10,O,0,42.48,49,57,854,317,7,7,0
1537,345,3092,72.42,10,O,0,41.96,49,57,854,317,12,12,0
1538,345,3094,77.19,10,O,0,41.87,49,57,854,317,3,3,0
1539,345,3089,71.3,10,O,0,35.39,49,57,854,317,5,5,0
1540,345,3092,83.48,10,O,0,35.39,49,57,854,317,4,4,0
1541,345,3092,82.8,10,O,0,35.39,49,57,854,317,6,6,0
1542,345,3089,66.11,10,O,0,35.39,49,57,854,317,9,9,0
1543,345,3092,78.93,10,O,0,35.39,49,57,854,317,8,8,0
1544,345,3092,84.24,10,O,0,35.39,49,57,854,317,7,7,0
1545,345,3089,86.56,10,O,0,30.9,49,57,854,317,12,12,0
1546,345,3092,88.81,10,O,0,59.1,49,57,854,318,3,3,0
1547,345,3089,89.26,10,O,0,59,49,57,854,319,5,5,0
1548,345,3083,88.85,10,O,0,60.87,49,57,854,320,19,19,0
1549,345,3083,84.45,10,O,0,60.87,49,57,854,321,2,2,0
1550,345,3080,88.16,10,O,0,60.87,49,57,854,322,4,4,0
1551,343,3083,88.67,10,O,0,60.87,49,57,854,323,3,3,0
1552,343,3083,89.46,10,O,0,60.87,49,57,848,324,2,2,0
1553,343,3080,88.89,10,O,0,60.87,49,57,848,325,10,10,0
1554,343,3083,83.16,10,O,0,60.87,49,57,848,326,6,6,0
1555,343,3083,89.01,10,O,0,58.46,49,57,848,327,9,9,0
1556,343,3084,87.83,10,O,0,58.46,49,57,848,328,8,8,0
1557,343,3083,86.92,10,O,0,58.46,49,57,848,329,7,7,0
1558,343,3083,86.93,10,O,0,58.46,49,57,848,330,12,12,0
1559,343,3083,75.57,10,O,0,58.46,49,57,848,331,3,3,0
1560,343,3080,87.71,10,O,0,58.46,49,57,848,332,5,5,0
1561,343,3083,86.45,10,O,0,58.46,49,57,848,333,19,19,0
1562,343,3080,87.31,10,O,0,58.46,49,57,848,334,2,2,0
1563,343,3083,86.48,10,O,0,58.46,49,57,848,335,4,4,0
1564,343,3081,83.92,10,O,0,59.54,49,57,848,336,3,3,0
1565,343,3080,87.69,10,O,0,43.53,49,57,848,337,2,2,0
1566,343,3081,87.92,10,O,0,43.53,49,57,848,338,10,10,0
1567,343,3079,88.49,10,O,0,43.53,49,57,848,339,2,2,0
1568,343,3082,88.81,10,O,0,76.85,49,57,848,340,3,3,0
1569,343,3080,89.28,10,O,0,76.85,49,57,848,341,2,2,0
1570,343,3080,88.39,12,O,0,76.85,49,57,848,342,5,5,0
1571,343,3082,89.75,20,O,0,76.85,49,57,848,343,4,4,0
1572,364,3082,88.69,36,O,0,56.36,49,57,844,344,7,7,0
1573,363,3081,88.69,68,O,0,56.36,49,57,848,345,1,1,0
1574,363,3080,84.66,68,O,0,56.36,49,57,901,346,0,0,0
1575,363,3082,87.87,67,O,0,56.36,49,57,898,347,2,2,0
1576,357,3081,88.65,66,O,0,56.36,49,57,898,348,1,1,0
1577,358,3079,88.74,65,O,0,56.36,49,57,898,349,3,3,0
1578,358,3078,88.61,64,O,0,76,49,57,898,350,4,4,0
1579,358,3076,71.71,63,O,0,76,49,57,898,351,6,6,0
1580,358,3079,88.65,62,O,0,76,49,57,898,352,5,5,0
