FD,Concurrency,time,Apache_Child_Process,no. of processes,iowait,staytime,authenticated,transactions,deleted,failure,no. of connections,halfopen,Errors,memory
1497,50,1287,,,0,7,0,0,49,6,878,125,O,25
1498,50,1288,,,0,7,0,0,49,6,878,125,O,25
1500,50,1289,,,0,7,0,0,49,6,878,125,O,25
1500,50,1290,,,0,7,0,0,48,6,878,125,O,25
1498,50,1291,,,0,7,0,0,49,6,878,125,O,25
1497,50,1292,,,0,7,0,0,52,6,878,125,O,25
1497,50,1293,,,0,7,0,0,49,6,878,125,O,25
1498,50,1294,,,0,7,0,0,49,6,878,125,O,25
1502,50,1295,,,0,7,0,0,49,6,878,125,O,25
1497,50,1296,,,0,7,0,0,49,6,878,125,O,25
1502,50,1297,,,0,7,0,0,49,6,878,125,O,25
1503,50,1298,,,0,7,0,0,49,6,878,125,O,25
1499,50,1299,,,0.06,7,0,0,49,6,878,125,O,25
1500,50,1300,,,0,7,0,0,49,6,878,125,O,25
1501,50,1301,,,0,7,0,0,49,6,878,125,O,25
1503,50,1302,,,0,7,0,0,49,6,878,125,O,25
1500,50,1303,,,0,7,0,0,49,6,878,125,O,25
1497,50,1304,,,0,7,0,0,49,6,878,125,O,25
1497,50,1305,,,0,7,0,0,49,6,878,125,O,25
1498,50,1306,,,0,7,0,0,49,6,878,125,O,25
1500,50,1307,,,0,7,0,0,49,6,878,125,O,25
1498,50,1308,,,0,7,0,0,49,6,878,128,O,25
1503,50,1309,,,0,7,0,0,49,6,878,128,O,25
1500,50,1310,,,0,7,0,0,49,6,878,128,O,25
1499,50,1311,,,0,7,0,0,49,6,878,128,O,25
1499,50,1312,,,0,7,0,0,49,6,878,128,O,25
1500,50,1313,,,0,7,0,0,49,6,878,128,O,25
1502,50,1314,,,0,7,0,0,49,6,878,128,O,25
1496,50,1315,,,0,7,0,0,49,6,878,128,O,25
1497,50,1316,,,0,7,0,0,49,6,878,128,O,25
1498,50,1317,,,0,7,0,0,49,6,878,128,O,25
1501,50,1318,,,0,7,0,0,49,6,878,128,O,25
1503,50,1319,,,0,7,0,0,49,6,878,128,O,25
1500,50,1320,,,0,7,0,0,49,6,878,128,O,25
1500,50,1321,,,0,7,0,0,49,6,878,128,O,25
1500,50,1322,,,0,7,0,0,49,6,878,128,O,25
1502,50,1323,,,0,7,0,0,49,6,878,128,O,25
1499,50,1324,,,0,7,0,0,49,6,878,128,O,25
1501,50,1325,,,0,7,0,0,49,6,878,128,O,25
1500,50,1326,,,0,7,0,0,49,6,878,128,O,25
1499,50,1327,,,0,7,0,0,49,6,878,128,O,25
1499,50,1328,,,0,7,0,0,49,6,878,128,O,25
1500,50,1329,,,0,7,0,0,49,6,878,128,O,25
1503,50,1330,,,0,7,0,0,49,6,878,128,O,25
1502,50,1331,,,0,7,0,0,49,6,878,128,O,25
1500,50,1332,,,0,7,0,0,49,6,878,128,O,25
1499,50,1333,,,0,7,0,0,49,6,878,128,O,25
1498,50,1334,,,0,7,0,0,49,6,878,128,O,25
1499,50,1335,,,0,7,0,0,49,6,878,128,O,25
1500,50,1336,,,0,7,0,0,49,6,878,128,O,25
1497,50,1337,,,0,7,0,0,49,6,878,128,O,25
1497,50,1338,,,0,7,0,0,49,6,878,128,O,25
1499,50,1339,,,0,7,0,0,49,6,878,128,O,25
1500,50,1340,,,0,7,0,0,49,6,878,128,O,25
1499,50,1341,,,0,7,0,0,49,6,878,128,O,25
1500,50,1342,,,0,7,0,0,49,6,878,128,O,25
1498,50,1343,,,0.38,7,0,0,49,6,878,128,O,25
1499,50,1344,,,0,7,0,0,49,6,878,128,O,25
1500,50,1345,,,0,7,0,0,49,6,878,128,O,25
1500,50,1346,,,0,7,0,0,49,6,878,128,O,25
1500,50,1347,,,0,7,0,0,49,6,878,128,O,25
1500,50,1348,,,0,7,0,0,49,6,878,128,O,25
1499,50,1349,,,0,7,0,0,49,6,878,128,O,25
1497,50,1350,,,0,7,0,0,49,6,878,128,O,25
1500,50,1351,,,0,7,0,0,49,6,878,128,O,25
1498,50,1352,,,0,7,0,0,49,6,878,128,O,25
1502,50,1353,,,0,7,0,0,49,6,878,128,O,25
1499,50,1354,,,0,7,0,0,49,6,878,128,O,25
1500,50,1355,,,0,7,0,0,49,6,878,128,O,25
1502,50,1356,,,0,7,0,0,49,6,878,128,O,25
1499,50,1357,,,0,7,0,0,49,6,878,128,O,25
1498,50,1358,,,0,7,0,0,49,6,878,128,O,25
1500,50,1359,,,0,7,0,0,49,6,878,128,O,25
1500,50,1360,,,0,7,0,0,49,6,878,128,O,25
1502,50,1361,,,0,7,0,0,49,6,878,128,O,25
1498,50,1362,,,0,7,0,0,49,6,878,128,O,25
1503,50,1363,,,0.06,7,0,0,49,6,878,128,O,25
1500,50,1364,,,0,7,0,0,49,6,878,128,O,25
1497,50,1365,,,0,7,0,0,49,6,878,128,O,25
1500,50,1366,,,0,7,0,0,49,6,878,128,O,25
1503,50,1367,,,0,7,0,0,49,6,878,128,O,25
1500,50,1368,,,0,7,0,0,49,6,878,128,O,25
1502,50,1369,,,0,7,0,0,49,6,878,128,O,25
1500,50,1370,,,0,7,0,0,49,6,878,128,O,25
1497,50,1371,,,0,7,0,0,49,6,878,128,O,25
1500,50,1372,,,0,7,0,0,49,6,878,128,O,25
1498,50,1373,,,0.06,7,0,0,49,6,878,128,O,25
1502,50,1374,,,0,7,0,0,49,6,878,128,O,25
1500,50,1375,,,0,7,0,0,49,6,878,128,O,25
1500,50,1376,,,0,7,0,0,49,6,878,128,O,25
1500,50,1377,,,0,7,0,0,49,6,878,128,O,25
1500,50,1378,,,0,7,0,0,49,6,878,128,O,25
1502,50,1379,,,0,7,0,0,49,6,878,128,O,25
1500,50,1380,,,0,7,0,0,49,6,878,128,O,25
1502,50,1381,,,0,7,0,0,49,6,878,128,O,25
1499,50,1382,,,0,7,0,0,49,6,878,128,O,25
1497,50,1383,,,0.19,7,0,0,49,6,878,128,O,25
1498,50,1384,,,0,7,0,0,49,6,878,128,O,25
1497,50,1385,,,0,7,0,0,49,6,878,128,O,25
1500,50,1386,,,0,7,0,0,49,6,878,128,O,25
1497,50,1387,,,0,7,0,0,49,6,878,128,O,25
1502,50,1388,,,0,7,0,0,49,6,878,128,O,25
1497,50,1389,,,0,7,0,0,49,6,878,128,O,25
1502,50,1390,,,0,7,0,0,49,6,878,128,O,25
1498,50,1391,,,0,7,0,0,49,6,878,128,O,25
1502,50,1392,,,0,7,0,0,49,6,878,128,O,25
1498,50,1393,,,0,7,0,0,49,6,878,128,O,25
1502,50,1394,,,0,7,0,0,49,6,878,128,O,25
1498,50,1395,,,0,7,0,0,49,6,878,128,O,25
1500,50,1396,,,0,1,0,0,49,6,878,128,O,25
1497,50,1397,,,0,1,0,0,49,6,878,128,O,25
1503,50,1398,,,0,1,0,0,49,6,878,128,O,25
1498,50,1399,,,0,1,0,0,49,6,878,128,O,25
1502,50,1400,,,1.51,1,0,0,49,6,878,128,O,25
1499,50,1401,,,0.44,1,0,0,49,6,878,128,O,25
1498,50,1402,,,0,1,0,0,49,6,878,128,O,25
1503,50,1403,,,0,1,0,0,49,6,878,128,O,25
1497,50,1404,,,0,1,0,0,49,6,878,128,O,25
1499,50,1405,,,0,1,0,0,49,6,878,128,O,25
1499,50,1406,,,0,1,0,0,49,6,878,128,O,25
1500,50,1407,,,0,1,2,2,49,6,878,128,O,25
1502,50,1408,,,0,1,2,2,49,6,878,128,O,25
1500,50,1409,,,0,1,2,2,49,6,878,128,O,25
1500,50,1410,,,0,1,2,2,49,6,878,128,O,25
1499,50,1411,,,0,1,2,2,49,6,878,128,O,25
1498,50,1412,,,0,1,2,2,49,6,878,128,O,25
1503,50,1413,,,0,1,2,2,49,6,878,128,O,25
1501,50,1414,,,0,1,2,2,49,6,878,128,O,25
1500,50,1415,,,0,1,2,2,49,6,878,128,O,25
1500,50,1416,,,0,0,2,2,49,6,878,128,O,25
1499,50,1417,,,0,0,2,2,49,6,878,128,O,25
1500,50,1418,,,0.06,0,2,2,49,6,878,128,O,25
1502,50,1419,,,0,0,2,2,49,6,878,128,O,25
1500,50,1420,,,0,0,2,2,49,3,878,128,O,25
1500,50,1421,,,0,0,2,2,49,3,878,128,O,25
1500,50,1422,,,0,0,2,2,49,3,878,128,O,25
1499,50,1423,,,0,0,2,2,49,3,878,128,O,25
1503,50,1424,,,0,0,2,2,49,3,878,128,O,25
1500,50,1425,,,0,0,2,2,49,3,878,128,O,25
1500,50,1426,,,0,0,2,2,49,3,878,128,O,25
1499,50,1427,,,0,0,2,2,49,3,878,128,O,25
1501,50,1428,,,0,0,2,2,49,3,878,128,O,25
1502,50,1429,,,0,0,2,2,49,3,878,128,O,25
1500,50,1430,,,0.19,0,2,2,49,3,878,128,O,25
1500,50,1431,,,0,0,2,2,49,3,878,128,O,25
1499,50,1432,,,0,0,2,2,49,3,878,128,O,25
1499,50,1433,,,0.06,0,2,2,49,3,878,128,O,25
1500,50,1434,,,0,0,2,2,49,3,878,128,O,25
1497,50,1435,,,0,0,2,2,49,3,878,128,O,25
1500,50,1436,,,0,0,2,2,49,3,878,128,O,25
1499,50,1437,,,0,0,2,2,49,3,878,128,O,25
1499,50,1438,,,0,0,2,2,49,3,878,128,O,25
1502,50,1439,,,0,0,2,2,49,3,878,128,O,25
1503,50,1440,,,0,0,2,2,49,3,878,128,O,25
1500,50,1441,,,0,0,2,2,49,3,878,128,O,25
1498,50,1442,,,0,0,2,2,49,3,878,128,O,25
1499,50,1443,,,0.12,0,2,2,49,3,878,128,O,25
1497,50,1444,,,0,0,2,2,49,3,878,128,O,25
1502,50,1445,,,0,0,2,2,49,3,878,121,O,25
1498,50,1446,,,0,0,2,2,49,3,878,121,O,25
1500,50,1447,,,0,0,2,2,49,3,878,121,O,25
1500,50,1448,,,0.06,0,12,12,49,3,878,121,O,25
1501,50,1449,,,0,0,3,3,49,3,878,121,O,25
1497,50,1450,,,0,0,5,5,49,3,878,121,O,25
1499,50,1451,,,0,0,19,19,49,3,878,121,O,25
1498,50,1452,,,0,0,2,2,49,3,878,121,O,25
1502,50,1453,,,0.06,0,4,4,49,3,878,121,O,25
1502,50,1454,,,0,0,3,3,49,3,878,121,O,25
1499,50,1455,,,1.06,0,2,2,49,3,878,121,O,25
1500,50,1456,,,1,0,10,10,49,3,878,121,O,25
1502,50,1457,,,0.75,0,6,6,49,3,878,121,O,25
1500,50,1458,,,0.81,0,9,9,49,3,878,121,O,25
1503,50,1459,,,1.19,0,8,8,49,3,878,121,O,25
1497,50,1460,,,0.44,0,7,7,49,3,878,121,O,25
1501,50,1461,,,0.5,0,12,12,49,3,878,121,O,25
1502,50,1462,,,0.25,0,3,3,49,3,878,121,O,25
1503,50,1463,,,0.37,0,5,5,49,3,878,121,O,25
1499,50,1464,,,2.06,0,19,19,49,3,878,121,O,25
1499,50,1465,,,2.27,0,2,2,49,3,878,121,O,25
1499,50,1466,,,3.04,0,4,4,49,3,878,121,O,25
1499,50,1467,,,2.84,0,3,3,49,3,878,121,O,25
1500,50,1468,,,1.74,0,2,2,49,3,878,121,O,25
1502,50,1469,,,1.74,0,10,10,49,3,878,121,O,25
1502,50,1470,,,0.87,0,2,2,49,3,878,121,O,25
1500,50,1471,,,2.06,0,3,3,49,3,878,121,O,25
1502,50,1472,,,2.67,0,2,2,49,3,878,121,O,25
1502,50,1473,,,1.62,0,5,5,49,3,878,121,O,25
1499,50,1474,,,1.73,0,4,4,49,3,878,121,O,25
1497,50,1475,,,2.17,0,7,7,49,3,878,121,O,25
1499,50,1476,,,2.95,0,1,1,49,3,878,121,O,25
1497,50,1477,,,1.44,0,0,0,49,3,878,121,O,25
1500,50,1478,,,2.49,0,2,2,49,3,878,121,O,25
1498,50,1479,,,1.86,0,1,1,49,3,878,121,O,25
1501,50,1480,,,0.56,0,3,3,49,3,878,121,O,25
1500,50,1481,,,0.94,0,4,4,49,3,878,121,O,25
1496,50,1482,,,0.82,0,6,6,49,3,878,121,O,25
1498,50,1483,,,0.88,0,5,5,49,3,878,121,O,25
1500,50,1484,,,0.99,0,4,4,49,3,878,121,O,25
1496,50,1485,,,0.56,0,7,7,49,3,878,121,O,25
1498,50,1486,,,1.06,0,1,1,49,3,878,121,O,25
1502,50,1487,,,0.81,0,0,0,49,3,878,121,O,25
1496,50,1488,,,1.69,0,2,2,49,3,878,121,O,25
1498,50,1489,,,0.5,0,1,1,49,3,878,121,O,25
1501,50,1490,,,1.12,0,3,3,49,3,878,121,O,25
1502,50,1491,,,0.81,0,4,4,49,3,878,121,O,25
1500,50,1492,,,0.5,0,6,6,49,3,878,121,O,25
1501,50,1493,,,0.5,0,2,2,49,3,878,121,O,25
1500,50,1494,,,0.57,0,1,1,49,3,878,121,O,25
1499,50,1495,,,0.62,0,3,3,49,3,878,121,O,25
1498,50,1496,,,0.13,0,4,4,49,3,878,121,O,25
1502,50,1497,,,0,0,7,7,49,3,878,121,O,25
1503,50,1498,,,0.13,0,8,8,49,3,878,121,O,25
1499,50,1499,,,0.12,0,10,10,49,3,878,121,O,25
1497,50,1500,,,0.12,0,1,1,49,3,878,121,O,25
1499,50,1501,,,0.68,0,3,3,49,3,878,121,O,25
1499,50,1502,,,0.56,0,2,2,51,3,878,121,O,25
1501,50,1503,,,2.21,0,1,1,49,3,878,121,O,25
1503,50,1504,,,2.44,0,1,1,49,3,878,121,O,25
1499,50,1505,,,2.39,0,2,2,49,3,878,121,O,25
1503,50,1506,,,1.18,0,3,3,49,3,878,121,O,25
1498,50,1507,,,1.8,0,5,5,49,3,878,121,O,25
1500,50,1508,,,2.31,0,4,4,49,3,878,121,O,25
1499,50,1509,,,1.43,0,6,6,49,3,878,121,O,25
1498,50,1510,,,0.69,0,1,1,49,3,878,121,O,25
1502,50,1511,,,0.62,0,2,2,49,3,878,121,O,25
1500,50,1512,,,0.37,0,15,15,49,3,878,121,O,23
1500,50,1513,,,0.69,0,2,2,49,3,878,121,O,23
1500,50,1514,,,0.81,0,3,3,49,3,878,121,O,23
1500,50,1515,,,0.75,0,2,2,49,3,878,121,O,23
1498,50,1516,,,2.06,0,1,1,49,3,878,121,O,23
1502,50,1517,,,2.1,0,3,3,49,3,878,121,O,23
1500,50,1518,,,1.85,0,5,5,49,3,878,121,O,23
1499,50,1519,,,1.62,0,4,4,49,3,878,121,O,23
1500,50,1520,,,1.55,0,6,6,49,3,878,121,O,23
1500,50,1521,,,1.37,0,9,9,49,3,878,121,O,23
1499,50,1522,,,0.81,0,8,8,49,3,878,121,O,23
1500,50,1523,,,0.44,0,7,7,49,3,878,121,O,23
1497,50,1524,,,0.81,0,12,12,49,3,878,121,O,23
1498,50,1525,,,1.24,0,3,3,49,3,878,121,O,23
1499,50,1526,,,0.5,0,5,5,49,3,878,121,O,23
1498,50,1527,,,0.94,0,19,19,49,3,878,121,O,23
1503,50,1528,,,0.62,0,2,2,49,3,878,121,O,23
1500,50,1529,,,0.38,0,4,4,49,3,878,121,O,23
1500,50,1530,,,0.5,0,3,3,49,3,878,121,O,23
1500,50,1531,,,2,0,2,2,49,3,878,121,O,23
1499,50,1532,,,1.56,0,10,10,50,3,878,121,O,23
1498,50,1533,,,2.38,0,6,6,49,3,878,121,O,23
1500,50,1534,,,2,0,9,9,49,3,878,121,O,23
1500,50,1535,,,1.94,0,8,8,49,3,878,121,O,23
1502,50,1536,,,5.29,0,7,7,49,3,878,121,O,23
1500,50,1537,,,2.4,0,12,12,49,3,878,121,O,23
1498,50,1538,,,2.93,0,3,3,49,3,878,121,O,23
1499,50,1539,,,2.73,0,5,5,49,3,878,121,O,23
1498,50,1540,,,2.38,0,4,4,49,3,878,121,O,23
1502,50,1541,,,2.17,0,6,6,49,3,878,121,O,23
1499,50,1542,,,1.99,0,9,9,49,3,878,121,O,23
1500,50,1543,,,3.23,0,8,8,49,3,878,121,O,23
1500,50,1544,,,2.36,0,7,7,49,3,878,121,O,23
1497,50,1545,,,2.13,0,12,12,49,3,878,121,O,23
1500,50,1546,,,2.04,0,3,3,49,3,878,121,O,23
1499,50,1547,,,0.62,0,5,5,49,3,878,121,O,23
1498,50,1548,,,0.63,0,19,19,49,3,878,121,O,23
1499,50,1549,,,0.88,0,2,2,49,3,878,121,O,23
1497,50,1550,,,1.24,0,4,4,49,3,878,121,O,23
1498,50,1551,,,0.87,0,3,3,49,3,878,121,O,23
1499,50,1552,,,0.68,0,2,2,49,3,878,121,O,23
1479,50,1553,,,0.56,0,10,10,49,3,878,121,O,23
1480,50,1554,,,0.93,0,6,6,49,3,878,121,O,23
1458,50,1555,,,1.25,0,9,9,49,3,878,121,O,23
1484,50,1556,,,0.75,0,8,8,49,3,878,121,O,23
1489,50,1557,,,1.99,0,7,7,49,3,878,121,O,23
1489,50,1558,,,2.37,0,12,12,49,3,878,121,O,23
1499,50,1559,,,2.49,0,3,3,49,3,878,121,O,23
1498,50,1560,,,2.35,0,5,5,49,3,878,121,O,23
1498,50,1561,,,2.17,0,19,19,49,3,878,121,O,23
1497,50,1562,,,2.87,0,2,2,49,3,878,121,O,23
1497,50,1563,,,2.43,0,4,4,49,3,878,121,O,23
1499,50,1564,,,2.24,0,3,3,49,3,878,121,O,23
1496,50,1565,,,1.79,0,2,2,49,3,878,121,O,23
1497,50,1566,,,0.99,0,10,10,49,3,878,121,O,23
1499,50,1567,,,1,0,2,2,49,3,878,121,O,23
1499,50,1568,,,0.63,0,3,3,49,3,878,121,O,23
1500,50,1569,,,0.38,0,2,2,49,3,878,121,O,23
1501,50,1570,,,0.06,0,5,5,49,3,878,121,O,23
1500,50,1571,,,0,0,4,4,49,3,878,121,O,23
1498,50,1572,,,0,0,7,7,49,3,878,121,O,23
1498,50,1573,,,0.69,0,1,1,49,3,878,121,O,23
1499,50,1574,,,0.82,0,0,0,49,3,878,121,O,23
1497,50,1575,,,0.68,0,2,2,49,3,878,121,O,23
1498,50,1576,,,0.75,0,1,1,49,3,878,121,O,23
1500,50,1577,,,0.57,0,3,3,49,3,878,121,O,23
1498,50,1578,,,0.87,0,4,4,49,3,878,121,O,23
1499,50,1579,,,0.81,0,6,6,49,3,878,121,O,23
1498,50,1580,,,3.1,0,5,5,49,3,878,121,O,23
1499,50,1581,,,0.62,0,4,4,49,3,878,121,O,23
1498,50,1582,,,0.68,0,7,7,49,3,878,121,O,23
1503,50,1583,,,0.69,3,1,1,49,3,878,121,O,23
1498,50,1584,,,0.93,3,0,0,49,3,878,121,O,23
1499,50,1585,,,0.81,3,2,2,49,3,878,121,O,23
1497,50,1586,,,1.81,3,1,1,49,3,878,121,O,23
1498,50,1587,,,0.19,3,3,3,49,3,878,121,O,23
1499,50,1588,,,0.37,3,4,4,49,3,878,121,O,23
1500,50,1589,,,1.18,3,6,6,49,3,878,121,O,23
1500,50,1590,,,0.99,3,2,2,49,3,878,121,O,23
1665,50,1591,,,0.94,3,1,1,49,3,878,121,O,23
1588,50,1592,,,0.87,3,3,3,49,3,878,121,O,23
1526,50,1593,,,1.12,3,4,4,49,3,878,121,O,23
1529,50,1594,,,1.32,3,7,7,49,3,878,121,O,23
1526,50,1595,,,0.87,3,8,8,49,3,878,121,O,23
1523,50,1596,,,1.74,3,10,10,49,3,878,121,O,23
1524,50,1597,,,2.55,3,1,1,49,3,878,121,O,23
1526,50,1598,,,3.18,3,3,3,49,2,878,121,O,23
1523,50,1599,,,2.05,3,2,2,49,2,878,121,O,23
1529,50,1600,,,2.56,3,1,1,49,2,878,121,O,23
1528,50,1601,,,2.11,3,1,1,49,2,878,121,O,23
1526,50,1602,,,1.74,3,2,2,49,2,878,121,O,23
1525,50,1603,,,0.69,3,3,3,49,2,878,121,O,23
1526,50,1604,,,1.36,3,5,5,49,2,878,121,O,23
1526,50,1605,,,2.49,3,4,4,49,2,878,121,O,23
1524,50,1606,,,2.01,3,6,6,49,2,878,121,O,23
1529,50,1607,,,1.73,3,1,1,49,2,878,121,O,23
1526,50,1608,,,2.29,3,2,2,49,2,878,121,O,23
1527,50,1609,,,3.53,3,15,15,49,2,878,121,O,23
1499,50,1610,,,1.62,3,2,2,49,2,878,121,O,23
1498,50,1611,,,2.68,3,3,3,49,2,878,121,O,23
1528,50,1612,,,2.61,3,2,2,50,2,878,121,O,23
1523,50,1613,,,1.86,3,1,1,49,2,878,121,O,23
1528,50,1614,,,1.8,3,3,3,49,2,878,121,O,23
1523,50,1615,,,1.73,3,5,5,49,2,878,121,O,23
1527,50,1616,,,1.91,3,4,4,49,2,878,121,O,23
1498,50,1617,,,2.5,3,6,6,49,2,878,121,O,23
1499,50,1618,,,2.61,3,9,9,49,2,878,121,O,23
1497,50,1619,,,1.31,3,8,8,49,2,878,121,O,23
1499,50,1620,,,2.8,3,7,7,49,2,878,121,O,23
1585,50,1621,,,1.49,3,12,12,49,2,878,121,O,23
1526,50,1622,,,2.22,3,3,3,49,2,878,121,O,23
1523,50,1623,,,1.36,3,5,5,49,2,878,121,O,23
1523,50,1624,,,1.43,3,19,19,49,2,878,121,O,23
1524,50,1625,,,0.68,3,2,2,49,2,878,121,O,23
1526,50,1626,,,0,3,4,4,50,2,878,121,O,23
1524,50,1627,,,0,3,3,3,49,2,878,121,O,23
1500,50,1628,,,0.12,3,2,2,49,2,878,121,O,23
1499,50,1629,,,0.37,3,10,10,49,2,878,121,O,23
1500,50,1630,,,0.88,3,6,6,49,2,878,121,O,23
1498,50,1631,,,1.82,3,9,9,49,2,878,121,O,23
1500,50,1632,,,2.24,3,8,8,49,2,878,121,O,23
1500,50,1633,,,1.97,3,7,7,49,2,878,121,O,23
1502,50,1634,,,1.81,3,12,12,49,2,878,121,O,23
1499,50,1635,,,1.17,3,12,12,49,2,878,121,O,23
1499,50,1636,,,0.56,3,3,3,49,2,878,121,O,23
1500,50,1637,,,0.5,3,5,5,49,2,878,121,O,23
1502,50,1638,,,1.68,3,19,19,49,2,878,121,O,23
1498,50,1639,,,1.18,3,2,2,49,2,878,121,O,23
1500,50,1640,,,0.31,3,4,4,49,2,878,121,O,23
1499,50,1641,,,0.5,3,3,3,49,2,878,121,O,23
1500,50,1642,,,0.69,3,2,2,49,2,878,121,O,23
1497,50,1643,,,1.68,3,10,10,49,2,878,121,O,23
1500,50,1644,,,1,3,6,6,49,2,878,121,O,23
1498,50,1645,,,1.92,3,9,9,49,2,878,121,O,23
1500,50,1646,,,0.74,3,8,8,49,2,878,121,O,23
1498,50,1647,,,0.75,3,7,7,49,2,878,121,O,23
1500,50,1648,,,1.44,3,12,12,49,2,878,121,O,23
1497,50,1649,,,2.61,3,3,3,49,2,878,121,O,23
1500,50,1650,,,8.86,3,5,5,49,2,878,121,O,23
1499,50,1651,,,1.19,3,19,19,49,2,878,121,O,23
1500,50,1652,,,0.94,3,2,2,49,2,878,121,O,23
1499,50,1653,,,0.68,3,4,4,49,2,878,121,O,23
1497,50,1654,,,1.87,3,3,3,49,2,878,121,O,23
1500,50,1655,,,2.48,3,2,2,49,2,878,121,O,23
1499,50,1656,,,2.48,3,10,10,49,2,878,121,O,23
1500,50,1657,,,1,3,2,2,49,2,878,121,O,23
1502,50,1658,,,0.69,3,3,3,49,2,878,121,O,23
1500,50,1659,,,0.87,3,2,2,49,2,878,121,O,23
1499,50,1660,,,0.43,3,5,5,49,2,878,121,O,23
1503,50,1661,,,0.13,3,4,4,49,2,878,121,O,23
1500,50,1662,,,0,3,7,7,49,2,878,121,O,23
1502,50,1663,,,1.06,3,1,1,49,2,878,121,O,23
1502,50,1664,,,1.19,3,0,0,49,2,878,121,O,23
1500,50,1665,,,1.68,3,2,2,49,2,878,121,O,23
1503,50,1666,,,1.25,3,1,1,49,2,878,121,O,23
1497,50,1667,,,1.54,3,3,3,49,2,878,121,O,23
1500,50,1668,,,0.94,3,4,4,49,2,878,121,O,23
1500,50,1669,,,0.31,3,6,6,49,2,878,121,O,23
1499,50,1670,,,0.99,3,5,5,49,2,878,121,O,23
1501,50,1671,,,0.93,3,4,4,49,2,878,121,O,23
1500,50,1672,,,1.81,3,7,7,49,2,878,121,O,23
1500,50,1673,,,0.68,3,1,1,49,2,878,121,O,23
1503,50,1674,,,1.13,3,0,0,49,2,878,121,O,23
1502,50,1675,,,1.19,3,2,2,49,2,878,121,O,23
1500,50,1676,,,0.12,3,1,1,49,2,878,121,O,23
1503,50,1677,,,0,3,3,3,49,2,878,121,O,23
1500,50,1678,,,0.75,3,4,4,49,2,878,121,O,23
1500,50,1679,,,1.07,3,6,6,49,2,878,121,O,23
1500,50,1680,,,1.68,3,2,2,49,2,878,121,O,23
1500,50,1681,,,1.31,3,1,1,49,2,878,121,O,23
1500,50,1682,,,1.73,3,3,3,49,2,878,121,O,23
1500,50,1683,,,1.12,3,4,4,49,2,878,121,O,23
1500,50,1684,,,1.73,3,7,7,49,2,878,121,O,23
1499,50,1685,,,1.5,3,8,8,49,2,878,121,O,23
1503,50,1686,,,1.18,3,10,10,49,2,878,121,O,23
1497,50,1687,,,1,3,1,1,49,2,878,121,O,23
1502,50,1688,,,0.94,3,3,3,49,2,878,121,O,23
1499,50,1689,,,0.75,3,2,2,49,2,878,121,O,23
1497,50,1690,,,0.37,3,1,1,49,2,878,121,O,23
1498,50,1691,,,0.19,3,1,1,49,2,878,121,O,23
1499,50,1692,,,0.75,3,2,2,49,2,878,121,O,23
1698,100,1693,,,0.94,3,3,3,49,2,878,121,O,23
1699,100,1694,,,1.74,3,5,5,49,2,878,121,O,23
1700,100,1695,,,1.93,3,4,4,49,2,878,121,O,23
1701,100,1696,,,2.17,3,6,6,49,2,878,121,O,23
1702,100,1697,,,1.55,3,1,1,49,2,878,121,O,23
1703,100,1698,,,1.37,3,2,2,49,2,878,121,O,23
1704,100,1699,,,1.8,3,15,15,49,2,878,121,O,23
1705,100,1700,,,1.67,3,2,2,49,2,878,121,O,23
1706,100,1701,,,1.43,3,3,3,49,2,878,121,O,23
1707,100,1702,,,1.86,3,2,2,49,2,878,121,O,23
1708,100,1703,,,2.62,3,1,1,49,2,878,121,O,23
1709,100,1704,,,1.85,3,3,3,49,2,878,121,O,23
1710,100,1705,,,1.69,3,5,5,49,2,878,121,O,23
1711,100,1706,,,2.64,3,4,4,49,2,878,121,O,23
1712,100,1707,,,5.82,3,6,6,49,2,878,121,O,23
1713,100,1708,,,7.75,3,9,9,49,2,878,121,O,23
1714,100,1709,,,10.8,3,8,8,49,2,878,121,O,23
1715,100,1710,,,7.38,3,7,7,49,2,878,121,O,23
1716,100,1711,,,4.44,3,12,12,49,2,878,121,O,23
1717,100,1712,,,0.25,3,3,3,49,2,878,121,O,23
1718,100,1713,,,0.38,3,5,5,49,2,878,121,O,23
1719,100,1714,,,0.75,3,19,19,49,2,878,121,O,23
1720,100,1715,,,0.56,3,2,2,49,2,878,121,O,23
1721,100,1716,,,3.19,3,4,4,49,2,878,121,O,23
1722,100,1717,,,1.12,3,3,3,49,2,878,121,O,23
1723,100,1718,,,0.13,3,2,2,49,2,878,121,O,23
1724,100,1719,,,0,3,10,10,49,2,878,121,O,23
1725,100,1720,,,0.31,3,6,6,49,2,878,121,O,23
1726,100,1721,,,0.31,3,9,9,49,2,878,121,O,23
1727,100,1722,,,0.12,3,8,8,49,2,878,121,O,23
1728,100,1723,,,0,3,7,7,49,2,878,121,O,23
1729,100,1724,,,0,3,12,12,49,2,878,121,O,23
1730,100,1725,,,0,3,4,4,49,2,878,121,O,23
1731,100,1726,,,0.82,3,3,3,49,2,878,121,O,23
1732,100,1727,,,0.38,3,2,2,49,2,878,121,O,23
1733,100,1728,,,1.44,3,10,10,52,2,878,121,O,23
1734,100,1729,,,1.38,3,6,6,49,2,878,121,O,23
1735,100,1730,,,0.75,3,9,9,49,2,878,121,O,23
1736,100,1731,,,0,3,8,8,49,2,878,121,O,23
1737,100,1732,,,0,3,7,7,49,2,878,121,O,23
